,0
447,"En #Quito, las ventas ambulantes preocupan a las autoridades, pues podrían ser un foco de contagios de #coronavirus en la capital."
448,"Mayu, en este otro reportaje, también habla de cómo la minería no se interrumpió a pesar de la cuarentena: 

https://t.co/v96Hr5D2yq"
449,"En la cobertura que cruza el medioambiente con los derechos indígenas, en los últimos meses hemos publicado reportajes para mostrar cómo el covid-19 es solo un problema más que se suma a su vida diaria, como lo cuenta @mayestefi acá:

https://t.co/4fVAUWqvux"
450,"Pero aqui en Guayaquil estan diciendo que ya no hay coronavirus, que ya no existe https://t.co/YGQdaBrf8u"
451,"Coronavirus ahí te voy. en Cuenca, Ecuador https://t.co/hnbaCtX5qN"
452,fucking coronavirus en serio me quería ir de intercambio☹️
453,"En rueda de prensa, el presidente de #EEUU 🇺🇸, #DonaldTrump, dijo que la peor parte de la crisis del #coronavirus ya quedó atrás.
""Teníamos la mayor economía de la historia. Y esa fuerza nos permitió superar esta horrible pandemia, que ya hemos superado en gran medida"", agregó https://t.co/6sYWzcc6Cf"
454,".Ceará, de la primera división del fútbol brasileño 🇧🇷, informó que hay 17 personas contagiadas con el coronavirus

🔴 Nueve de los afectados son jugadores

Realizaron 148 pruebas rápidas y 69 PCR para todo la plantilla, personal administrativo, familiares y empleados del club. https://t.co/WWnr8QErS9"
455,"Este derivado de la cloroquina es prohibido en algunos países y fomentado en otros. Pero, ¿es o no eficaz para tratar el nuevo coronavirus? https://t.co/LjbSGJVjRj"
456,"Entrenadores de la Bundesliga pidieron esta semana relajar las medidas del protocolo sanitario contra el coronavirus, impuestas en Alemania desde el regreso del fútbol a mediados de mayo, argumentando la mejora general de la situación. https://t.co/Ixp9D0BrTS"
457,"🔴 #ÚltimaHora | Se registran 41575 casos confirmados de #coronavirus en #Ecuador, corte del 4 de junio de 2020. ⚠️ 🇪🇨🦠 https://t.co/uQfIOPqqfn"
458,"#Bolivia| Un aumento inusitado de contagiados y fallecidos por el nuevo coronavirus tres días después de que se suspendiera la cuarentena llevó a las autoridades bolivianas a advertir con regresar al aislamiento.

#ElUniverso https://t.co/gv2Cnu1rOU"
459,"En #Rumania, un artesano se levanta de la crisis que deja el #coronavirus, creando un calzado apropiado marcar la distancia social.  https://t.co/tsPQwsj3hv"
460,"La Federación de Fútbol Italiana (FIGC)anunció la creación de un fondo económico de 21,7 millones de euros para ayudar a los clubes de las divisiones inferiores y del fútbol femenino a hacer frente a la crisis causada por el coronavirus. https://t.co/twqFZ6lUmO"
461,#CIENCIA | Un influyente estudio que halló que la hidroxicloroquina aumenta el riesgo de muerte en pacientes con #coronavirus fue retirado de la revista científica The Lancet. Esto ocurre una semana después suspender los ensayos del fármaco. » https://t.co/Ent8eCBWk7 #Covid_19
462,Como el coronavirus. https://t.co/jAQz8eGEeu
463,Un gigante farmacéutico buscará producir 2.000 millones de dosis de su posible vacuna contra el coronavirus y entregará la mitad a países en desarrollo | Infobae https://t.co/lOn9B3tBPv https://t.co/MGeUBsfoZ8
464,"¡Forma parte del Multifest School! 🎬
En esta edición, la temática para desarrollar los trabajos es: “El coronavirus en el Ecuador”. Cuéntanos, en una propuesta, las diferentes representaciones visuales sobre esta pandemia.

*Inscríbete aquí 👉 https://t.co/aVvaRESavd https://t.co/lJwmURhMuU"
465,"@merfercas73 @Gloria68935258 @JosManuelPuent5 No ha más ciego q quien no quiere ver.
https://t.co/6iLVImRvwy"
466,No quiero decir lo que estoy pensando!! George Floyd dio positivo para coronavirus de acuerdo con autopsia estatal https://t.co/aRvlt3uk42 https://t.co/vuxj3LsQcv
467,A nuevas pruebas se sometieron los jugadores del equipo canario para la detección del coronavirus.  https://t.co/Q4ceBnSOqM https://t.co/Jy45R1R59U
468,Coronavirus en Argentina: 5 controversias de la estricta cuarentena - https://t.co/Jnu3Gk78xJ https://t.co/KcnxTagzkD
469,"“El coronavirus sufre soroche pero no pierde toda su agresividad en la altura”

El equipo de Soliz establece que a más de 2.500 metros el virus pierde agresividad y que los habitantes de altura desarrollan factores fisiológicos de protección. https://t.co/ZGe45Wz5BZ"
470,"Actualización de cifras de #coronavirus en #Ecuador 

Más detalles 👉🔗 https://t.co/IX2SehSWC0 https://t.co/QWAvAdnrDs"
471,"@FranklinNuques Se estan quedando varados los ""emprendedores"" q aparecieron MISTERIOSAMENTE junto con el coronavirus"
472,"🌍 #Mundo | Datos actualizados el 5 de junio de 2020.
Los detalles ⬇️
https://t.co/1IZtsu0xgr"
473,“La Organización Mundial de la Salud reanuda el ensayo de hidroxicloroquina como tratamiento potencial para el coronavirus.” https://t.co/I4V1yh9pVA
474,"El mapa mundial del coronavirus: más de 6,6 millones de casos y más de 391.000 muertos en todo el mundo

https://t.co/vMBcpjPiKl https://t.co/QYKyJVVAE7"
475,"¡Recuerda❗ la emergencia sanitaria no ha terminado.

No salgas de casa si no es necesario y, si lo haces, aplica de forma estricta los protocolos recomendados para precautelar tu salud y la de todos.

¡Al #Coronavirus lo vencemos juntos! 💪💚

#QuédateEnCasa 🏠 https://t.co/ERQ96QKngz"
476,"#CoronavirusEnEcuador. Cifras oficiales hasta el 4 de junio, difundidas este viernes 5: Suman 41 575 los casos confirmados ► https://t.co/yocoo7FCqd https://t.co/Tq52GiagDQ"
477,"""Desde que inició la pandemia a causa del Coronavirus, hemos realizado donaciones de insumos médicos para el personal sanitario que se encuentra luchando por la vida de miles de ecuatorianos. Nuestro principal objetivo ha sido el desarrollo y la reproducción ..."
478,"📞Si tiene síntomas o dudas del #Coronavirus COVID-19, contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio 

 # QuedateEnCasa 
# CuidarteEsCuidarnos https://t.co/QlFysMTidI"
479,"#WQNoticias/ Las primeras protestas importantes contra el gobierno de Jair Bolsonaro desde el inicio de la pandemia del nuevo coronavirus fueron convocadas por “hinchadas organizadas” de clubes brasileños de fútbol.
https://t.co/m8no2lPpZ6 https://t.co/YdAhXP7rdb"
480,"Este viernes foro “la genética de los coronavirus”.
https://t.co/D0zZQl4P49 https://t.co/8a9ebz0Acb"
481,"#CIENCIA
Compartimos el boletín 4 del Observatorio de la Práctica Sanitaria de la Universidad Central del Ecuador con el tema #Coronavirus
Revísalo en el link: https://t.co/zX2oOMtBZk https://t.co/XmQihm4ssQ"
482,"En Ecuador hace falta que la ciencia médica sea más escuchada; que @Salud_Ec agilice los permisos para investigación; y que la empresa privada se le una para trabajar en conjunto.

Coronavirus: ""Hace falta que en Ecuador la ciencia sea más escuchada” https://t.co/1zmDvK1Qkq"
483,La lluvia y yo te andamos buscando con las mismas intenciones! #semaforoamarillo #Quito #Ecuador #coronavirus
484,"Es necesario que el Ministerio de Salud Pública sea más ágil al otorgar los permisos para investigación científica, dice Ángel Guevara, presidente de @CienciasEcuador
@Salud_Ec

Coronavirus: ""Hace falta que en Ecuador la ciencia sea más escuchada” https://t.co/1zmDvK1Qkq"
485,¿Sirve lavar la ropa tras haber estado en la calle para evitar el contagio de coronavirus? https://t.co/jNPfOoo25g
486,"📰.#5Junio - .#Ecuador🇪🇨 ▶️ Se aprueba el nuevo manual de aprehensiones del @SENAE_Aduana.

➡️ https://t.co/Dz7rrUF1ai 

#News #Noticias #Informativo #Actualidad #YoSoyPlay #PlayTv #PlayMagazine #RadioPlay #newspaper #revista #magazine #periódico #health #COVID19 #coronavirus https://t.co/ihudLl5zyp"
487,"El #PrincesadeAsturias  de la Concordia premia a los sanitarios españoles frente al #coronavirus  

https://t.co/vLCF5JDGZH"
